timestamp,src,dst,protocol,length,prediction
2025-07-10 15:32:05,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:06,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:06,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:06,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:06,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:07,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:07,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:07,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:08,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:08,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:08,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:08,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:09,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:09,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:10,143.244.44.166,192.168.0.200,UDP,410,20
2025-07-10 15:32:10,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:11,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:12,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:12,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:12,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:13,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:14,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:14,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:15,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:15,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:15,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:15,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:15,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:16,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:16,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:16,192.168.0.200,143.244.44.166,UDP,634,20
2025-07-10 15:32:16,192.168.0.200,143.244.44.166,UDP,522,20
2025-07-10 15:32:16,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:16,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:16,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:17,143.244.44.166,192.168.0.200,,1354,20
2025-07-10 15:32:17,143.244.44.166,192.168.0.200,UDP,146,20
2025-07-10 15:32:17,143.244.44.166,192.168.0.200,,1354,20
2025-07-10 15:32:17,143.244.44.166,192.168.0.200,UDP,146,20
2025-07-10 15:32:18,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:18,143.244.44.166,192.168.0.200,,1354,20
2025-07-10 15:32:18,143.244.44.166,192.168.0.200,UDP,146,20
2025-07-10 15:32:18,143.244.44.166,192.168.0.200,UDP,442,20
2025-07-10 15:32:18,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:18,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:19,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:19,143.244.44.166,192.168.0.200,UDP,202,20
2025-07-10 15:32:19,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:19,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:19,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:19,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:19,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:20,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:20,143.244.44.166,192.168.0.200,UDP,522,20
2025-07-10 15:32:20,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:20,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:20,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:20,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:20,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:21,143.244.44.166,192.168.0.200,UDP,298,20
2025-07-10 15:32:21,143.244.44.166,192.168.0.200,UDP,538,20
2025-07-10 15:32:21,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:21,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:21,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:21,192.168.0.200,143.244.44.166,UDP,778,20
2025-07-10 15:32:21,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:22,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:22,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:22,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:22,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:22,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:22,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:23,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:23,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:23,192.168.0.200,143.244.44.166,UDP,650,20
2025-07-10 15:32:23,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:23,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:23,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:23,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:24,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:24,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:24,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:24,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:24,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:24,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:24,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:25,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:25,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:25,143.244.44.166,192.168.0.200,UDP,298,20
2025-07-10 15:32:25,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:25,192.168.0.200,143.244.44.166,UDP,698,20
2025-07-10 15:32:25,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:25,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:26,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:26,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:26,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:26,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:26,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:26,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:26,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:26,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:27,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:27,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:27,143.244.44.166,192.168.0.200,UDP,202,20
2025-07-10 15:32:27,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:27,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:27,192.168.0.200,143.244.44.166,UDP,794,20
2025-07-10 15:32:27,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:28,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:28,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:28,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:28,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:28,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:28,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:28,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:29,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:29,143.244.44.166,192.168.0.200,UDP,410,20
2025-07-10 15:32:29,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:29,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:29,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:29,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:29,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:30,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:30,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:30,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:30,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:30,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:30,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:30,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:31,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:31,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:31,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:31,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:31,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:31,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:32,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:32,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:32,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:32,143.244.44.166,192.168.0.200,UDP,186,20
2025-07-10 15:32:32,192.168.0.200,143.244.44.166,UDP,170,20
2025-07-10 15:32:32,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:32,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:32,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:33,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:33,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:33,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:33,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:33,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:33,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:33,192.168.0.200,143.244.44.166,UDP,906,20
2025-07-10 15:32:34,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:34,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:34,192.168.0.200,143.244.44.166,UDP,490,20
2025-07-10 15:32:34,192.168.0.200,143.244.44.166,UDP,522,20
2025-07-10 15:32:34,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:34,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:34,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:35,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:35,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:35,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:35,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:35,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:35,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:35,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:35,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:36,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:36,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:36,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:36,143.244.44.166,192.168.0.200,UDP,202,20
2025-07-10 15:32:36,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:36,143.244.44.166,192.168.0.200,UDP,410,20
2025-07-10 15:32:36,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:36,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:37,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:37,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:37,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:37,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:37,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:37,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:37,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:38,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:39,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:39,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:39,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:39,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:39,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:40,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:40,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:40,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:40,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:40,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:40,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:40,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:40,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:41,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:41,192.168.0.200,143.244.44.166,UDP,506,20
2025-07-10 15:32:41,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:41,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:41,143.244.44.166,192.168.0.200,UDP,202,20
2025-07-10 15:32:41,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:41,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:42,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:42,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:42,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:42,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:42,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:42,192.168.0.200,143.244.44.166,UDP,826,20
2025-07-10 15:32:42,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:43,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:43,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:43,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:43,192.168.0.200,143.244.44.166,UDP,650,20
2025-07-10 15:32:44,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:44,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:44,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:44,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:44,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:45,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:45,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:45,143.244.44.166,192.168.0.200,UDP,410,20
2025-07-10 15:32:45,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:45,192.168.0.200,143.244.44.166,UDP,698,20
2025-07-10 15:32:46,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:46,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:46,143.244.44.166,192.168.0.200,UDP,378,20
2025-07-10 15:32:46,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:48,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:48,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:48,192.168.0.200,143.244.44.166,UDP,794,20
2025-07-10 15:32:49,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:49,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:49,143.244.44.166,192.168.0.200,UDP,378,20
2025-07-10 15:32:50,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:50,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:50,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:51,192.168.0.197,224.0.0.251,UDP,137,20
2025-07-10 15:32:51,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:51,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:52,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:52,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:52,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:52,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:52,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:53,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:53,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:53,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:53,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:53,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:54,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:54,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:54,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:54,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:54,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:32:54,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:55,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:55,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:55,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:32:55,192.168.0.200,143.244.44.166,UDP,906,20
2025-07-10 15:32:56,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:56,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:56,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:56,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:56,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:32:56,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:32:57,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:32:57,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:57,143.244.44.166,192.168.0.200,UDP,154,20
2025-07-10 15:32:57,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:57,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:32:57,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:58,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:58,143.244.44.166,192.168.0.200,UDP,410,20
2025-07-10 15:32:58,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:32:59,192.168.0.200,143.244.44.166,UDP,522,20
2025-07-10 15:32:59,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:32:59,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:32:59,143.244.44.166,192.168.0.200,UDP,202,20
2025-07-10 15:33:00,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:33:00,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:33:01,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:33:01,143.244.44.166,192.168.0.200,UDP,362,20
2025-07-10 15:33:01,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:33:01,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:33:01,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:33:01,192.168.0.200,143.244.44.166,UDP,138,20
2025-07-10 15:33:01,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:33:02,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:33:02,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:33:02,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:33:02,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:33:03,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:33:03,192.168.0.200,143.244.44.166,UDP,794,20
2025-07-10 15:33:03,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:33:04,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:33:04,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:33:05,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:33:05,143.244.44.166,192.168.0.200,UDP,122,20
2025-07-10 15:33:05,143.244.44.166,192.168.0.200,UDP,410,20
2025-07-10 15:33:06,192.168.0.200,143.244.44.166,UDP,170,20
2025-07-10 15:33:07,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:35:38,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:35:38,192.168.0.200,143.244.44.166,UDP,122,20
2025-07-10 15:35:39,192.168.0.200,143.244.44.166,UDP,250,20
2025-07-10 15:35:39,192.168.0.200,143.244.44.166,UDP,1466,20
2025-07-10 15:35:39,192.168.0.200,143.244.44.166,UDP,618,20
2025-07-10 15:35:39,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:35:40,192.168.0.200,143.244.44.166,UDP,906,20
2025-07-10 15:35:40,192.168.0.200,143.244.44.166,UDP,154,20
2025-07-10 15:35:40,143.244.44.166,192.168.0.200,UDP,138,20
2025-07-10 15:35:40,143.244.44.166,192.168.0.200,UDP,122,20
