srv_diff_host_rate,num_outbound_cmds,dst_host_srv_rerror_rate,su_attempted,num_shells,flag,Label,dst_host_serror_rate,srv_count,num_file_creations,src_bytes,dst_host_srv_serror_rate,dst_host_srv_diff_host_rate,num_access_files,num_compromised,serror_rate,is_host_login,num_failed_logins,dst_host_srv_count,dst_host_same_srv_rate,service,dst_host_count,wrong_fragment,dst_host_same_src_port_rate,land,rerror_rate,num_root,dst_host_diff_srv_rate,root_shell,srv_rerror_rate,logged_in,hot,duration,urgent,dst_host_rerror_rate,diff_srv_rate,count,dst_bytes,is_guest_login,same_srv_rate,protocol_type,srv_serror_rate
0.0,0,0.0,0,0,S0,Malicious,1.0,18,0,0,1.0,0.0,0,0,1.0,0,0,8,0.03,exec,255,0,0.0,0,0.0,0,0.07,0,0.0,0,0,0,0,0.0,0.05,147,0,0,0.12,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,3,0,209,0.0,0.02,0,0,0.0,0,0,255,1.0,http,168,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,3,29055,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,19,0,0,1.0,0.0,0,0,0.99,0,0,39,0.15,telnet,255,0,0.0,0,0.01,0,0.05,0,0.0,0,0,0,0,0.0,0.06,78,0,0,0.24,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.02,1,0,567,0.0,0.0,0,0,0.0,0,0,39,0.35,ftp_data,113,0,0.35,0,0.0,6,0.04,0,0.0,1,0,0,0,0.0,0.0,1,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,13,0,243,0.0,0.05,0,0,0.0,0,0,255,1.0,http,13,0,0.08,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,13,929,0,1.0,tcp,0.0
0.01,0,0.0,0,0,SF,Benign,0.0,198,0,45,0.0,0.0,0,0,0.0,0,0,234,0.92,domain_u,255,0,0.0,0,0.0,0,0.01,0,0.0,0,0,0,0,0.0,0.0,196,45,0,1.0,udp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,143,0,46,0.0,0.0,0,0,0.0,0,0,255,1.0,domain_u,255,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,143,85,0,1.0,udp,0.0
0.17,0,0.0,0,0,SF,Benign,0.0,12,0,313,0.0,0.0,0,0,0.0,0,0,255,1.0,http,255,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,11,421,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,9,0.0,0.0,0,0,0.0,0,0,13,0.06,finger,222,0,0.0,0,0.0,0,0.02,0,0.0,0,0,0,0,0.0,1.0,2,141,0,0.5,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.4,2,0,35,0.0,0.0,0,0,0.0,0,0,58,0.23,ftp_data,255,0,0.23,0,0.0,0,0.4,0,0.0,0,0,0,0,0.0,0.0,2,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,3,0,294,0.0,0.03,0,0,0.0,0,0,255,1.0,http,102,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,3,545,0,1.0,tcp,0.0
0.01,0,0.0,0,0,SF,Benign,0.0,160,0,44,0.0,0.0,0,0,0.0,0,0,245,0.96,domain_u,255,0,0.0,0,0.0,0,0.01,0,0.0,0,0,0,0,0.0,0.0,80,125,0,1.0,udp,0.0
0.0,0,0.0,0,0,SF,Malicious,0.0,511,0,1032,0.0,0.0,0,0,0.0,0,0,186,0.73,ecr_i,255,0,0.73,0,0.0,0,0.02,0,0.0,0,0,0,0,0.02,0.0,511,0,0,1.0,icmp,0.0
0.0,0,0.01,0,0,SF,Benign,0.0,22,0,233,0.0,0.0,0,0,0.0,0,0,255,1.0,http,255,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.01,0.0,22,6084,0,1.0,tcp,0.0
0.13,0,0.0,0,0,SF,Benign,0.0,47,0,229,0.0,0.02,0,0,0.0,0,0,255,1.0,http,33,0,0.03,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,3,2356,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,17,0,345,0.0,0.02,0,0,0.0,0,0,255,1.0,http,114,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,17,566,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Malicious,0.0,1,0,334,0.0,0.22,0,0,0.0,0,0,18,1.0,ftp_data,6,0,1.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,22,0,0,1.0,0.0,0,0,1.0,0,0,22,0.09,uucp,255,0,0.0,0,0.0,0,0.05,0,0.0,0,0,0,0,0.0,0.05,142,0,0,0.15,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,246,0.0,0.0,0,0,0.0,0,0,21,0.44,ftp,48,0,0.02,0,0.0,0,0.1,0,0.0,1,4,20,0,0.0,0.0,1,773,1,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,2,0,30,0.0,0.0,0,0,0.0,0,0,221,1.0,ecr_i,221,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,0,0,1.0,icmp,0.0
0.0,0,0.0,0,0,SF,Benign,0.01,1,0,854,0.01,0.02,0,0,0.0,0,0,88,0.38,ftp_data,221,0,0.38,0,0.0,0,0.03,0,0.0,1,0,0,0,0.0,0.0,1,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,5,0,0,1.0,0.0,0,0,1.0,0,0,18,0.07,private,255,0,0.0,0,0.0,0,0.08,0,0.0,0,0,0,0,0.0,0.18,22,0,0,0.23,tcp,1.0
0.05,0,0.0,0,0,SF,Benign,0.0,40,0,148,0.0,0.07,0,0,0.0,0,0,254,1.0,http,7,0,0.14,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1,2893,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,215,0,516,0.0,0.0,0,0,0.0,0,0,215,1.0,other,215,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,215,4,0,1.0,udp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,7,0,0,1.0,0.0,0,0,1.0,0,0,30,0.12,private,255,0,0.0,0,0.0,0,0.05,0,0.0,0,0,0,0,0.0,0.07,107,0,0,0.07,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,18,0,0,1.0,0.0,0,0,1.0,0,0,18,0.07,imap4,255,0,0.0,0,0.0,0,0.07,0,0.0,0,0,0,0,0.0,0.07,164,0,0,0.11,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,11,0,0,1.0,0.0,0,0,1.0,0,0,1,0.0,finger,255,0,0.0,0,0.0,0,0.07,0,0.0,0,0,0,0,0.0,0.06,227,0,0,0.05,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,25,0,0,1.0,0.0,0,0,1.0,0,0,25,0.1,private,255,0,0.0,0,0.0,0,0.05,0,0.0,0,0,0,0,0.0,0.06,83,0,0,0.3,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,30,0.0,0.2,0,0,0.0,0,0,131,1.0,eco_i,81,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0,0,1.0,icmp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,8,0,0,1.0,0.0,0,0,1.0,0,0,56,0.22,http,255,0,0.01,0,0.0,0,0.02,0,0.0,0,0,0,0,0.0,0.23,13,0,0,0.62,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,14,0,0,1.0,0.0,0,0,1.0,0,0,14,0.05,uucp_path,255,0,0.0,0,0.0,0,0.08,0,0.0,0,0,0,0,0.0,0.07,118,0,0,0.12,tcp,1.0
0.03,0,0.0,0,0,SF,Benign,0.0,70,0,200,0.0,0.0,0,0,0.0,0,0,255,1.0,http,255,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,68,354,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,109,0,43,0.0,0.0,0,0,0.0,0,0,255,1.0,domain_u,255,0,0.01,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,109,75,0,1.0,udp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,844,0.0,0.01,0,0,0.0,0,0,140,0.73,smtp,30,0,0.03,0,0.0,0,0.13,0,0.0,1,0,0,0,0.0,0.0,1,326,0,1.0,tcp,0.0
0.0,0,1.0,0,0,REJ,Malicious,0.0,9,0,0,0.0,0.0,0,0,0.0,0,0,9,0.04,hostnames,255,0,0.0,0,1.0,0,0.07,0,1.0,0,0,0,0,1.0,0.06,277,0,0,0.03,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,35,0.0,0.29,0,0,0.0,0,0,7,0.13,pop_3,15,0,0.07,0,0.0,0,0.27,0,0.0,1,0,0,0,0.0,0.0,1,130,0,1.0,tcp,0.0
0.0,0,1.0,0,0,REJ,Malicious,0.0,10,0,0,0.0,0.0,0,0,0.0,0,0,7,0.03,private,255,0,0.0,0,1.0,0,0.07,0,1.0,0,0,0,0,1.0,0.06,143,0,0,0.07,tcp,0.0
0.0,0,0.0,0,0,SH,Malicious,0.92,1,0,0,1.0,0.0,0,0,1.0,0,0,1,0.01,private,104,0,0.92,0,0.0,0,0.9,0,0.0,0,0,0,0,0.0,0.0,1,0,0,1.0,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,11,0,201,0.0,0.06,0,0,0.0,0,0,255,1.0,http,28,0,0.04,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,11,1315,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,20,0,0,1.0,0.0,0,0,1.0,0,0,18,0.07,private,255,0,0.0,0,0.0,0,0.05,0,0.0,0,0,0,0,0.0,0.05,282,0,0,0.07,tcp,1.0
0.0,0,0.0,0,0,SF,Malicious,0.0,1,0,30,0.02,0.13,0,0,0.0,0,0,47,1.0,ftp_data,12,0,1.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,12,0.01,0.02,0,0,0.0,0,0,93,0.39,ftp_data,61,0,0.39,0,0.0,0,0.05,0,0.0,1,0,0,0,0.0,0.0,1,0,0,1.0,tcp,0.0
0.0,0,1.0,0,0,REJ,Malicious,0.0,1,0,0,0.0,0.0,0,0,0.01,0,0,1,0.0,private,255,0,0.0,0,0.91,0,0.42,0,1.0,0,0,0,0,0.38,1.0,103,0,0,0.01,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,13,0,343,0.0,0.0,0,0,0.0,0,0,255,1.0,http,255,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,13,1714,0,1.0,tcp,0.0
1.0,0,0.0,0,0,SF,Benign,0.0,2,0,1435,0.0,0.01,0,0,0.0,0,0,142,0.38,smtp,87,0,0.01,0,0.0,0,0.02,0,0.0,1,0,11,0,0.0,0.0,1,337,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,5,0,237,0.0,0.07,0,0,0.0,0,0,255,1.0,http,13,0,0.08,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,5,12155,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,15,0,0,1.0,0.0,0,0,1.0,0,0,15,0.06,private,255,0,0.0,0,0.0,0,0.07,0,0.0,0,0,0,0,0.0,0.06,199,0,0,0.08,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,11,0,0,1.0,0.0,0,0,1.0,0,0,11,0.04,private,255,0,0.0,0,0.0,0,0.08,0,0.0,0,0,0,0,0.0,0.05,292,0,0,0.04,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,7,0,210,0.0,0.01,0,0,0.0,0,0,255,1.0,http,15,0,0.07,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,7,566,0,1.0,tcp,0.0
1.0,0,0.0,0,0,SF,Benign,0.0,3,0,1069,0.0,0.01,0,0,0.0,0,0,179,0.58,smtp,130,0,0.01,0,0.0,0,0.04,0,0.0,1,0,1,0,0.0,0.0,1,333,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,20,0,0,1.0,0.0,0,0,1.0,0,0,17,0.07,klogin,255,0,0.0,0,0.0,0,0.05,0,0.0,0,0,0,0,0.0,0.06,103,0,0,0.19,tcp,1.0
1.0,0,0.0,0,0,SF,Benign,0.0,3,0,3844,0.0,0.01,0,0,0.0,0,0,152,0.55,smtp,109,0,0.01,0,0.0,0,0.06,0,0.0,1,0,0,0,0.0,0.0,1,377,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,262,0.01,0.03,0,0,0.0,0,0,154,1.0,http,118,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1,11785,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,5,0,231,0.0,0.11,0,0,0.0,0,0,255,1.0,http,5,0,0.2,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,5,18499,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,12,0,197,0.0,0.03,0,0,0.0,0,0,255,1.0,http,14,0,0.07,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,12,27228,0,1.0,tcp,0.0
0.17,0,0.0,0,0,SF,Benign,0.0,12,0,205,0.0,0.0,0,0,0.0,0,0,255,1.0,http,255,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,11,10044,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,2,0,147,0.0,0.0,0,0,0.0,0,0,3,0.01,other,255,0,0.95,0,0.0,0,0.64,0,0.0,0,0,2345,0,0.0,0.5,4,105,0,0.5,udp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,8,0,0,1.0,0.0,0,0,1.0,0,0,19,0.07,uucp_path,255,0,0.0,0,0.0,0,0.07,0,0.0,0,0,0,0,0.0,0.06,204,0,0,0.04,tcp,1.0
0.01,0,0.0,0,0,SF,Benign,0.0,160,0,44,0.0,0.0,0,0,0.0,0,0,254,1.0,domain_u,255,0,0.0,0,0.0,0,0.01,0,0.0,0,0,0,0,0.0,0.0,80,133,0,1.0,udp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,166,0,516,0.0,0.0,0,0,0.0,0,0,166,1.0,other,166,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,166,4,0,1.0,udp,0.0
0.0,0,0.0,0,0,SF,Benign,0.03,1,0,38,0.0,0.22,0,0,0.0,0,0,9,0.04,pop_3,80,0,0.01,0,0.0,0,0.08,0,0.0,1,0,0,0,0.0,0.0,1,130,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.05,1,0,164,0.0,0.03,0,0,0.0,0,0,255,1.0,http,19,0,0.05,0,0.0,0,0.0,0,0.0,1,1,0,0,0.0,0.0,1,28382,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,10,0,0,1.0,0.0,0,0,1.0,0,0,10,0.07,private,153,0,0.01,0,0.0,0,0.07,0,0.0,0,0,0,0,0.0,0.07,101,0,0,0.1,tcp,1.0
0.0,0,1.0,0,0,REJ,Malicious,0.0,6,0,0,0.0,0.0,0,0,0.0,0,0,6,0.02,private,255,0,0.0,0,1.0,0,0.06,0,1.0,0,0,0,0,1.0,0.07,89,0,0,0.07,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,1362,0.0,0.01,0,0,0.0,0,0,191,0.73,smtp,143,0,0.01,0,0.0,0,0.03,0,0.0,1,0,7,0,0.0,0.0,1,380,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,2,0,105,0.0,0.0,0,0,0.0,0,0,253,0.99,private,255,0,0.01,0,0.0,0,0.01,0,0.0,0,0,1,0,0.0,0.67,3,146,0,0.67,udp,0.0
1.0,0,0.0,0,0,S0,Malicious,0.12,2,0,0,1.0,0.0,0,0,0.33,0,0,2,0.12,finger,16,0,0.12,1,0.67,0,0.19,0,0.0,0,0,0,0,0.06,1.0,3,0,0,0.33,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,20,0,0,1.0,0.0,0,0,1.0,0,0,5,0.02,private,255,0,0.0,0,0.0,0,0.08,0,0.0,0,0,0,0,0.0,0.06,132,0,0,0.15,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,2,0,30,0.0,0.0,0,0,0.0,0,0,224,1.0,eco_i,224,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,0,0,1.0,icmp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,5,0,0,1.0,0.0,0,0,1.0,0,0,60,0.24,http,255,0,0.01,0,0.0,0,0.04,0,0.0,0,0,0,0,0.0,0.25,8,0,0,0.62,tcp,1.0
0.6,0,0.0,0,0,SF,Benign,0.0,5,0,248,0.0,0.04,0,0,0.0,0,0,255,1.0,http,132,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,3,4196,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,13247,0.0,0.01,0,0,0.0,0,0,244,0.96,smtp,126,0,0.01,0,0.0,0,0.02,0,0.0,1,0,0,0,0.0,0.0,1,1430,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,19,0,0,1.0,0.0,0,0,1.0,0,0,3,0.01,name,255,0,0.0,0,0.0,0,0.05,0,0.0,0,0,0,0,0.0,0.05,144,0,0,0.13,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,236,0.0,0.02,0,0,0.0,0,0,255,1.0,http,171,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1,1872,0,1.0,tcp,0.0
0.01,0,0.0,0,0,SF,Benign,0.0,151,0,45,0.0,0.0,0,0,0.0,0,0,255,1.0,domain_u,255,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,71,143,0,1.0,udp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,17,0,373,0.0,0.0,0,0,0.0,0,0,101,0.4,ftp_data,255,0,0.4,0,0.0,0,0.03,0,0.0,1,0,0,0,0.0,0.0,17,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,145,0.0,0.0,0,0,0.0,0,0,1,0.0,other,255,0,0.9,0,0.0,0,0.64,0,0.0,0,0,89,0,0.0,0.0,1,105,0,1.0,udp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,17,0,0,1.0,0.0,0,0,1.0,0,0,4,0.02,bgp,255,0,0.0,0,0.0,0,0.09,0,0.0,0,0,0,0,0.0,0.06,219,0,0,0.08,tcp,1.0
0.0,0,1.0,0,0,REJ,Malicious,0.0,13,0,0,0.0,0.0,0,0,0.0,0,0,13,0.05,netbios_dgm,255,0,0.0,0,1.0,0,0.08,0,1.0,0,0,0,0,1.0,0.05,292,0,0,0.04,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,1165,0.0,0.0,0,0,0.0,0,0,126,0.76,smtp,166,0,0.01,0,0.0,0,0.02,0,0.0,1,0,0,0,0.0,0.0,1,325,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,4,0,0,1.0,0.0,0,0,1.0,0,0,4,0.02,Z39_50,255,0,0.0,0,0.0,0,0.06,0,0.0,0,0,0,0,0.0,0.06,193,0,0,0.02,tcp,1.0
0.0,0,0.0,0,0,S0,Malicious,1.0,11,0,0,1.0,0.0,0,0,1.0,0,0,16,0.06,private,255,0,0.0,0,0.0,0,0.06,0,0.0,0,0,0,0,0.0,0.05,207,0,0,0.05,tcp,1.0
0.18,0,0.0,0,0,SF,Benign,0.0,17,0,34,0.0,0.0,0,0,0.0,0,0,78,0.74,domain_u,106,0,0.01,0,0.0,0,0.03,0,0.0,0,0,0,0,0.0,0.18,11,34,0,0.82,udp,0.0
0.1,0,0.0,0,0,SF,Benign,0.01,20,0,198,0.0,0.03,0,0,0.0,0,0,255,1.0,http,119,0,0.02,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,4,11354,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,284,0.0,0.01,0,0,0.0,0,0,255,1.0,http,31,0,0.03,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1,8079,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,44,0.0,0.01,0,0,0.0,0,0,189,0.54,domain_u,39,0,0.54,0,0.0,0,0.05,0,0.0,0,0,0,0,0.26,0.0,1,110,0,1.0,udp,0.0
0.67,0,0.0,0,0,SF,Benign,0.0,3,0,330,0.0,0.05,0,0,0.0,0,0,255,1.0,http,128,0,0.01,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,2,9132,0,1.0,tcp,0.0
0.0,0,1.0,0,0,REJ,Malicious,0.11,1,0,0,0.0,0.0,0,0,0.09,0,0,1,0.0,other,255,0,0.0,0,0.9,0,1.0,0,1.0,0,0,0,0,0.89,1.0,373,0,0,0.0,tcp,0.0
1.0,0,0.0,0,0,SF,Malicious,0.0,36,0,8,0.0,0.51,0,0,0.0,0,0,93,1.0,eco_i,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0,0,1.0,icmp,0.0
0.0,0,0.0,0,0,SF,Malicious,0.0,2,0,334,0.0,0.1,0,0,0.0,0,0,39,1.0,ftp_data,12,0,1.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,2,0,0,1.0,tcp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,1317,0.0,0.01,0,0,0.0,0,0,156,0.5,smtp,36,0,0.03,0,0.0,0,0.08,0,0.0,1,0,0,0,0.0,0.0,1,404,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,3,0,0,1.0,0.0,0,0,1.0,0,0,3,0.13,private,23,0,0.04,0,0.0,0,0.13,0,0.0,0,0,0,0,0.0,0.08,65,0,0,0.05,tcp,1.0
0.03,0,0.0,0,0,SF,Benign,0.0,63,0,331,0.0,0.0,0,0,0.0,0,0,255,1.0,http,255,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,26,1288,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,11,0,0,1.0,0.0,0,0,1.0,0,0,11,0.04,rje,255,0,0.0,0,0.0,0,0.06,0,0.0,0,0,0,0,0.0,0.06,212,0,0,0.05,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,30,0.0,0.0,0,0,0.0,0,0,23,1.0,eco_i,23,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0,0,1.0,icmp,0.0
0.19,0,0.0,0,0,SF,Benign,0.0,32,0,235,0.0,0.01,0,0,0.0,0,0,255,1.0,http,61,0,0.02,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,4,327,0,1.0,tcp,0.0
0.0,0,0.0,0,0,S0,Malicious,1.0,4,0,0,1.0,0.0,0,0,1.0,0,0,6,0.02,uucp,255,0,0.0,0,0.0,0,0.06,0,0.0,0,0,0,0,0.0,0.06,127,0,0,0.03,tcp,1.0
0.0,0,0.0,0,0,SF,Benign,0.0,1,0,105,0.0,0.0,0,0,0.0,0,0,238,0.93,private,255,0,0.0,0,0.0,0,0.01,0,0.0,0,0,0,0,0.0,0.33,6,147,0,0.17,udp,0.0
0.0,0,0.0,0,0,SF,Benign,0.0,9,0,768,0.0,0.0,0,0,0.0,0,0,15,1.0,ftp_data,15,0,1.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,9,0,0,1.0,tcp,0.0
0.0,0,1.0,0,0,RSTO,Malicious,0.0,9,0,0,0.0,0.0,0,0,0.0,0,0,9,0.04,ftp,255,0,0.0,0,1.0,0,0.07,0,1.0,0,0,0,0,1.0,0.06,278,0,0,0.03,tcp,0.0
